"ano_q","ibge_id_q","municipio","dependencia_id_q","ciclo_id_q","nota_mt_q","nota_lp_q","ideb_q","aprovacao_q","abandono_q","see","idh_municipal","idh_renda","idh_longevidade","idh_educacao","infra","see_idh_educacao"
"2019","5107248","Santa Carmem","Municipal","AF",6.41191994721795,6.32705595447772,4.3,83.8,8.8,0,0.715,0.703,0.827,0.628,4,0
"2021","5107248","Santa Carmem","Estadual","AI",5.90933957131783,6.49475082417556,4.3,83.8,8.8,1,0.715,0.703,0.827,0.628,9,0.628
"2021","5107248","Santa Carmem","Estadual","AF",5.7909395699484,6.57604413962535,4.3,83.8,8.8,1,0.715,0.703,0.827,0.628,8,0.628
"2021","5107248","Santa Carmem","Municipal","AI",6.59274659274659,6.96600313129054,6,100,0,0,0.715,0.703,0.827,0.628,4,0
"2021","5107248","Santa Carmem","Municipal","AF",5.7909395699484,6.57604413962535,6,90,7.8,0,0.715,0.703,0.827,0.628,6,0
"2023","5107248","Santa Carmem","Estadual","AI",5.90933957131783,6.49475082417556,6,90,7.8,1,0.715,0.703,0.827,0.628,7,0.628
"2023","5107248","Santa Carmem","Estadual","AF",5.7909395699484,6.57604413962535,6,90,7.8,1,0.715,0.703,0.827,0.628,7,0.628
"2023","5107248","Santa Carmem","Municipal","AI",4.59164392189796,4.38965884861407,5.7,100,0,0,0.715,0.703,0.827,0.628,5,0
"2023","5107248","Santa Carmem","Municipal","AF",5.7909395699484,6.57604413962535,5.7,86.9,6,0,0.715,0.703,0.827,0.628,6,0
"2015","5107263","Santo Afonso","Estadual","AI",4.5071312594656,5.54497838220548,5.3,100,0,1,0.689,0.655,0.834,0.599,8,0.599
"2015","5107263","Santo Afonso","Estadual","AF",3.22924600152323,3.28457949817173,4,71.4,0,1,0.689,0.655,0.834,0.599,8,0.599
"2015","5107263","Santo Afonso","Municipal","AI",3.9743156471781,5.24811156304474,5.8,100,0,0,0.689,0.655,0.834,0.599,4,0
"2015","5107263","Santo Afonso","Municipal","AF",4.75257450964907,4.48094742844454,5.8,100,0,0,0.689,0.655,0.834,0.599,4,0
"2017","5107263","Santo Afonso","Estadual","AI",4.5071312594656,5.54497838220548,5.8,50,0,1,0.689,0.655,0.834,0.599,10,0.599
"2017","5107263","Santo Afonso","Estadual","AF",4.87947269303202,4.33909444985394,4.6,83.3,0,1,0.689,0.655,0.834,0.599,6,0.599
"2017","5107263","Santo Afonso","Municipal","AI",4.5071312594656,5.54497838220548,4.6,97,0,0,0.689,0.655,0.834,0.599,4,0
"2017","5107263","Santo Afonso","Municipal","AF",4.75257450964907,4.48094742844454,4.6,0,0,0,0.689,0.655,0.834,0.599,6,0
"2019","5107263","Santo Afonso","Estadual","AI",4.5071312594656,5.54497838220548,4.6,50,0,1,0.689,0.655,0.834,0.599,10,0.599
"2019","5107263","Santo Afonso","Estadual","AF",4.97031009456785,4.06855439642325,4.6,93.3,0,1,0.689,0.655,0.834,0.599,6,0.599
"2019","5107263","Santo Afonso","Municipal","AI",4.11738550466874,6.05511811023622,5.8,97.4,0,0,0.689,0.655,0.834,0.599,7,0
"2019","5107263","Santo Afonso","Municipal","AF",4.75257450964907,4.48094742844454,5.8,0,0,0,0.689,0.655,0.834,0.599,6,0
"2021","5107263","Santo Afonso","Estadual","AI",4.5071312594656,5.54497838220548,5.8,100,0,1,0.689,0.655,0.834,0.599,8,0.599
"2021","5107263","Santo Afonso","Estadual","AF",4.75257450964907,4.48094742844454,5.8,100,0,1,0.689,0.655,0.834,0.599,6,0.599
"2021","5107263","Santo Afonso","Municipal","AI",4.62924462924463,4.5280697830463,5.3,100,0,0,0.689,0.655,0.834,0.599,5,0
"2021","5107263","Santo Afonso","Municipal","AF",4.75257450964907,4.48094742844454,5.3,100,0,0,0.689,0.655,0.834,0.599,7,0
"2023","5107263","Santo Afonso","Estadual","AI",4.5071312594656,5.54497838220548,5.3,100,0,1,0.689,0.655,0.834,0.599,6,0.599
"2023","5107263","Santo Afonso","Estadual","AF",5.93126924947318,6.23156136932925,5,100,0,1,0.689,0.655,0.834,0.599,9,0.599
"2023","5107263","Santo Afonso","Municipal","AI",5.30757925677094,6.34861407249467,6.2,100,0,0,0.689,0.655,0.834,0.599,4,0
"2023","5107263","Santo Afonso","Municipal","AF",4.75257450964907,4.48094742844454,6.2,100,0,0,0.689,0.655,0.834,0.599,6,0
"2015","5107297","São José do Povo","Estadual","AI",3.51992671084802,4.96607598723293,5.8,100,0,1,0.661,0.63,0.793,0.577,8,0.577
"2015","5107297","São José do Povo","Estadual","AF",3.37014470677837,6.20350523263145,4.4,80,3.3,1,0.661,0.63,0.793,0.577,10,0.577
"2015","5107297","São José do Povo","Municipal","AI",3.51992671084802,4.96607598723293,4.4,94.1,0,0,0.661,0.63,0.793,0.577,6,0
"2015","5107297","São José do Povo","Municipal","AF",3.83677518657908,5.13827974001755,4.4,100,0,0,0.661,0.63,0.793,0.577,5,0
"2017","5107297","São José do Povo","Estadual","AI",3.51992671084802,4.96607598723293,4.4,100,0,1,0.661,0.63,0.793,0.577,9,0.577
"2017","5107297","São José do Povo","Estadual","AF",3.63935969868173,3.54065238558909,4.5,100,0,1,0.661,0.63,0.793,0.577,8,0.577
"2017","5107297","São José do Povo","Municipal","AI",1.81041388518024,3.21356004705379,4.2,66.7,0,0,0.661,0.63,0.793,0.577,6,0
"2017","5107297","São José do Povo","Municipal","AF",4.98210922787194,6.85126582278481,5.2,100,0,0,0.661,0.63,0.793,0.577,4,0
"2019","5107297","São José do Povo","Estadual","AI",4.276345042241,5.36670416197975,5.8,100,0,1,0.661,0.63,0.793,0.577,10,0.577
"2019","5107297","São José do Povo","Estadual","AF",3.83677518657908,5.13827974001755,5.8,92.3,0,1,0.661,0.63,0.793,0.577,5,0.577
"2019","5107297","São José do Povo","Municipal","AI",3.51992671084802,4.96607598723293,5.8,91.7,4.1,0,0.661,0.63,0.793,0.577,5,0
"2019","5107297","São José do Povo","Municipal","AF",3.83677518657908,5.13827974001755,5.8,100,0,0,0.661,0.63,0.793,0.577,6,0
"2021","5107297","São José do Povo","Estadual","AI",3.51992671084802,4.96607598723293,5.8,100,0,1,0.661,0.63,0.793,0.577,6,0.577
"2021","5107297","São José do Povo","Estadual","AF",3.83677518657908,5.13827974001755,5.8,96.4,0,1,0.661,0.63,0.793,0.577,7,0.577
"2021","5107297","São José do Povo","Municipal","AI",3.51992671084802,4.96607598723293,5.8,100,0,0,0.661,0.63,0.793,0.577,4,0
"2021","5107297","São José do Povo","Municipal","AF",3.83677518657908,5.13827974001755,5.8,100,0,0,0.661,0.63,0.793,0.577,7,0
"2023","5107297","São José do Povo","Estadual","AI",3.51992671084802,4.96607598723293,5.8,100,0,1,0.661,0.63,0.793,0.577,10,0.577
"2023","5107297","São José do Povo","Estadual","AF",3.35548711298428,3.95769551906485,4.4,100,0,1,0.661,0.63,0.793,0.577,8,0.577
"2023","5107297","São José do Povo","Municipal","AI",4.47302120512282,6.31796375266525,6,100,0,0,0.661,0.63,0.793,0.577,4,0
"2023","5107297","São José do Povo","Municipal","AF",3.83677518657908,5.13827974001755,6,100,0,0,0.661,0.63,0.793,0.577,5,0
"2015","5107305","São José do Rio Claro","Estadual","AI",5.43652134730202,7.33062173155142,6.4,100,0,1,0.682,0.689,0.841,0.548,9,0.548
"2015","5107305","São José do Rio Claro","Estadual","AF",4.85402386392485,6.68011600050435,4.7,83.4,2.8,1,0.682,0.689,0.841,0.548,6,0.548
"2015","5107305","São José do Rio Claro","Municipal","AI",4.98817167962149,5.74084834398605,6.1,100,0,0,0.682,0.689,0.841,0.548,4,0
"2015","5107305","São José do Rio Claro","Municipal","AF",5.62208514583268,6.47600923489415,6.1,100,0,0,0.682,0.689,0.841,0.548,3,0
"2017","5107305","São José do Rio Claro","Estadual","AI",4.85981308411215,5.83467008876056,6.3,100,0,1,0.682,0.689,0.841,0.548,7,0.548
"2017","5107305","São José do Rio Claro","Estadual","AF",5.09039548022599,7.17745861733204,4.9,91,3,1,0.682,0.689,0.841,0.548,8,0.548
"2017","5107305","São José do Rio Claro","Municipal","AI",4.22607921673342,5.51598759490964,6.1,100,0,0,0.682,0.689,0.841,0.548,7,0
"2017","5107305","São José do Rio Claro","Municipal","AF",5.62208514583268,6.47600923489415,6.1,0,0,0,0.682,0.689,0.841,0.548,5,0
"2019","5107305","São José do Rio Claro","Estadual","AI",5.09464707889308,6.29589911764581,6.1,48.15,0,1,0.682,0.689,0.841,0.548,7,0.548
"2019","5107305","São José do Rio Claro","Estadual","AF",7.18935561908951,6.316217314727,4.7,79.5,5.4,1,0.682,0.689,0.841,0.548,10,0.548
"2019","5107305","São José do Rio Claro","Municipal","AI",5.96265006669631,7.05736782902137,6.3,50,0,0,0.682,0.689,0.841,0.548,5,0
"2019","5107305","São José do Rio Claro","Municipal","AF",5.62208514583268,6.47600923489415,6.3,0,0,0,0.682,0.689,0.841,0.548,3,0
"2021","5107305","São José do Rio Claro","Estadual","AI",5.09464707889308,6.29589911764581,6.3,100,0,1,0.682,0.689,0.841,0.548,6,0.548
"2021","5107305","São José do Rio Claro","Estadual","AF",5.37282518641259,6.02479028421184,5,97,0,1,0.682,0.689,0.841,0.548,8,0.548
"2021","5107305","São José do Rio Claro","Municipal","AI",5.09464707889308,6.29589911764581,5,100,0,0,0.682,0.689,0.841,0.548,4,0
"2021","5107305","São José do Rio Claro","Municipal","AF",5.62208514583268,6.47600923489415,5,100,0,0,0.682,0.689,0.841,0.548,6,0
"2023","5107305","São José do Rio Claro","Estadual","AI",5.09464707889308,6.29589911764581,5,100,0,1,0.682,0.689,0.841,0.548,9,0.548
"2023","5107305","São José do Rio Claro","Estadual","AF",5.60382557951046,6.18146395769552,5,100,0,1,0.682,0.689,0.841,0.548,9,0.548
"2023","5107305","São José do Rio Claro","Municipal","AI",5.09464707889308,6.29589911764581,5,100,0,0,0.682,0.689,0.841,0.548,6,0
"2023","5107305","São José do Rio Claro","Municipal","AF",5.62208514583268,6.47600923489415,5,100,0,0,0.682,0.689,0.841,0.548,4,0
"2015","5107354","São José do Xingu","Estadual","AI",2.14919393556839,2.93357618489323,5,100,0,1,0.657,0.703,0.828,0.487,6,0.487
"2015","5107354","São José do Xingu","Estadual","AF",1.80883472962681,5.58819820955743,4.2,85.7,0,1,0.657,0.703,0.828,0.487,8,0.487
"2015","5107354","São José do Xingu","Municipal","AI",0.940633096766925,1.3678094131319,4.7,100,0,0,0.657,0.703,0.828,0.487,5,0
"2015","5107354","São José do Xingu","Municipal","AF",2.6573987577546,3.59447763166928,4.7,100,0,0,0.657,0.703,0.828,0.487,6,0
"2017","5107354","São José do Xingu","Estadual","AI",2.14919393556839,2.93357618489323,4.7,50,0,1,0.657,0.703,0.828,0.487,7,0.487
"2017","5107354","São José do Xingu","Estadual","AF",2.93220338983051,3.77434274586173,4.3,92.3,3.9,1,0.657,0.703,0.828,0.487,9,0.487
"2017","5107354","São José do Xingu","Municipal","AI",3.13662661326213,4.36316971446904,5.6,96.0666666666667,0,0,0.657,0.703,0.828,0.487,6,0
"2017","5107354","São José do Xingu","Municipal","AF",2.6573987577546,3.59447763166928,5.6,0,0,0,0.657,0.703,0.828,0.487,6,0
"2019","5107354","São José do Xingu","Estadual","AI",2.14919393556839,2.93357618489323,5.6,50,0,1,0.657,0.703,0.828,0.487,9,0.487
"2019","5107354","São José do Xingu","Estadual","AF",1.44051022652298,1.48489364584745,3.4,85.5,11.3,1,0.657,0.703,0.828,0.487,9,0.487
"2019","5107354","São José do Xingu","Municipal","AI",2.2865718096932,3.22047244094488,5,100,0,0,0.657,0.703,0.828,0.487,5,0
"2019","5107354","São José do Xingu","Municipal","AF",2.6573987577546,3.59447763166928,5,0,0,0,0.657,0.703,0.828,0.487,6,0
"2021","5107354","São José do Xingu","Estadual","AI",2.14919393556839,2.93357618489323,5,100,0,1,0.657,0.703,0.828,0.487,6,0.487
"2021","5107354","São José do Xingu","Estadual","AF",2.6573987577546,3.59447763166928,5,84.7,0,1,0.657,0.703,0.828,0.487,5,0.487
"2021","5107354","São José do Xingu","Municipal","AI",3.74913374913375,4.38380675464102,5,97.3,0,0,0.657,0.703,0.828,0.487,5,0
"2021","5107354","São José do Xingu","Municipal","AF",2.6573987577546,3.59447763166928,5,97.3,0,0,0.657,0.703,0.828,0.487,4,0
"2023","5107354","São José do Xingu","Estadual","AI",2.14919393556839,2.93357618489323,5,100,0,1,0.657,0.703,0.828,0.487,8,0.487
"2023","5107354","São José do Xingu","Estadual","AF",4.4480466850381,3.53047592541052,4.5,98,0,1,0.657,0.703,0.828,0.487,9,0.487
"2023","5107354","São José do Xingu","Municipal","AI",0.633004408985933,1.33262260127932,4.5,100,0,0,0.657,0.703,0.828,0.487,7,0
"2023","5107354","São José do Xingu","Municipal","AF",2.6573987577546,3.59447763166928,4.5,100,0,0,0.657,0.703,0.828,0.487,6,0
"2015","5107404","São Pedro da Cipa","Estadual","AI",8.82167398896024,8.26263800116211,7.1,100,0,1,0.66,0.654,0.79,0.556,7,0.556
"2015","5107404","São Pedro da Cipa","Estadual","AF",3.81061183041381,4.5706720464002,4.3,88.2,0,1,0.66,0.654,0.79,0.556,7,0.556
"2015","5107404","São Pedro da Cipa","Municipal","AI",3.1564717810071,3.65136548518303,5.4,100,0,0,0.66,0.654,0.79,0.556,4,0
"2015","5107404","São Pedro da Cipa","Municipal","AF",0.380807311500381,2.98196948682385,3.8,100,0,0,0.66,0.654,0.79,0.556,6,0
"2017","5107404","São Pedro da Cipa","Estadual","AI",4.81656950188471,5.4616216303613,3.8,0,0,1,0.66,0.654,0.79,0.556,8,0.556
"2017","5107404","São Pedro da Cipa","Estadual","AF",1.85687382297552,2.27969814995131,3.9,91.5,0,1,0.66,0.654,0.79,0.556,7,0.556
"2017","5107404","São Pedro da Cipa","Municipal","AI",3.41878059635069,3.99636402523794,5.6,100,0,0,0.66,0.654,0.79,0.556,5,0
"2017","5107404","São Pedro da Cipa","Municipal","AF",3.07246751005321,3.4593622508533,5.6,0,0,0,0.66,0.654,0.79,0.556,6,0
"2019","5107404","São Pedro da Cipa","Estadual","AI",4.81656950188471,5.4616216303613,5.6,0,0,1,0.66,0.654,0.79,0.556,8,0.556
"2019","5107404","São Pedro da Cipa","Estadual","AF",4.7448867385089,3.43178431106896,4.2,89.1,3.6,1,0.66,0.654,0.79,0.556,8,0.556
"2019","5107404","São Pedro da Cipa","Municipal","AI",4.14962205424633,4.1214848143982,5.5,100,0,0,0.66,0.654,0.79,0.556,5,0
"2019","5107404","São Pedro da Cipa","Municipal","AF",3.07246751005321,3.4593622508533,5.5,0,0,0,0.66,0.654,0.79,0.556,6,0
"2021","5107404","São Pedro da Cipa","Estadual","AI",4.81656950188471,5.4616216303613,5.5,0,0,1,0.66,0.654,0.79,0.556,8,0.556
"2021","5107404","São Pedro da Cipa","Estadual","AF",4.3185584092792,3.53574558657819,4.4,90.3,1.6,1,0.66,0.654,0.79,0.556,7,0.556
"2021","5107404","São Pedro da Cipa","Municipal","AI",2.92099792099792,4.36367702974726,5,100,0,0,0.66,0.654,0.79,0.556,4,0
"2021","5107404","São Pedro da Cipa","Municipal","AF",3.07246751005321,3.4593622508533,5,100,0,0,0.66,0.654,0.79,0.556,4,0
"2023","5107404","São Pedro da Cipa","Estadual","AI",4.81656950188471,5.4616216303613,5,100,0,1,0.66,0.654,0.79,0.556,8,0.556
"2023","5107404","São Pedro da Cipa","Estadual","AF",3.32306694764143,3.95630392429725,4.4,98.1,1.9,1,0.66,0.654,0.79,0.556,8,0.556
"2023","5107404","São Pedro da Cipa","Municipal","AI",6.43187066974596,8.37420042643923,6.6,100,0,0,0.66,0.654,0.79,0.556,6,0
"2023","5107404","São Pedro da Cipa","Municipal","AF",3.07246751005321,3.4593622508533,6.6,100,0,0,0.66,0.654,0.79,0.556,4,0
"2015","5107578","Rondolândia","Estadual","AI",2.69685704629943,3.99883788495061,5.2,82.3333333333333,17.6666666666667,1,0.64,0.619,0.8,0.53,5,0.53
"2015","5107578","Rondolândia","Estadual","AF",3.68113734450368,2.73483797755642,3.8,96.9,3.1,1,0.64,0.619,0.8,0.53,9,0.53
"2015","5107578","Rondolândia","Municipal","AI",2.36704720603198,4.34711559592078,3.8,100,0,0,0.64,0.619,0.8,0.53,6,0
"2017","5107578","Rondolândia","Estadual","AI",3.66622162883845,5.43471286493423,5.7,83.3333333333333,16.6666666666667,1,0.64,0.619,0.8,0.53,8,0.53
"2017","5107578","Rondolândia","Estadual","AF",4.13747645951036,4.38412852969815,4.1,91.3,0,1,0.64,0.619,0.8,0.53,9,0.53
"2017","5107578","Rondolândia","Municipal","AI",2.36704720603198,4.34711559592078,4.1,100,0,0,0.64,0.619,0.8,0.53,5,0
"2019","5107578","Rondolândia","Estadual","AI",2.36704720603198,4.34711559592078,4.1,85.9,14.1,1,0.64,0.619,0.8,0.53,9,0.53
"2019","5107578","Rondolândia","Estadual","AF",5.29221529999258,4.40193400691768,4.1,92.9,3.5,1,0.64,0.619,0.8,0.53,8,0.53
"2019","5107578","Rondolândia","Municipal","AI",2.36704720603198,4.34711559592078,4.1,100,0,0,0.64,0.619,0.8,0.53,5,0
"2021","5107578","Rondolândia","Estadual","AI",1.03603603603604,2.90427197494968,4.4,100,0,1,0.64,0.619,0.8,0.53,5,0.53
"2021","5107578","Rondolândia","Estadual","AF",5.29221529999258,4.40193400691768,4.4,80,0,1,0.64,0.619,0.8,0.53,8,0.53
"2021","5107578","Rondolândia","Municipal","AI",2.36704720603198,4.34711559592078,4.4,100,0,0,0.64,0.619,0.8,0.53,6,0
"2023","5107578","Rondolândia","Estadual","AI",2.06907411295402,5.05063965884862,5.3,90.4666666666667,5.7,1,0.64,0.619,0.8,0.53,5,0.53
"2023","5107578","Rondolândia","Estadual","AF",8.05803209596369,6.08683551349847,5.1,100,0,1,0.64,0.619,0.8,0.53,9,0.53
"2023","5107578","Rondolândia","Municipal","AI",2.36704720603198,4.34711559592078,5.1,100,0,0,0.64,0.619,0.8,0.53,4,0
"2015","5107602","Rondonópolis","Estadual","AI",4.79666554015996,6.00232423009878,6.1,99.95,0.05,1,0.755,0.749,0.823,0.698,9,0.698
"2015","5107602","Rondonópolis","Estadual","AF",4.57603452652958,6.45946286722986,4.6,83.8,2.2,1,0.755,0.749,0.823,0.698,8,0.698
"2015","5107602","Rondonópolis","Municipal","AI",2.93454996057227,4.08832074375363,5.5,99.9,0,0,0.755,0.749,0.823,0.698,4,0
"2015","5107602","Rondonópolis","Municipal","AF",4.02386392485402,5.56171983356449,4.7,99.3,0.7,0,0.755,0.749,0.823,0.698,5,0
"2017","5107602","Rondonópolis","Estadual","AI",4.63996439697374,6.15442198695327,6.2,99.2,0.366666666666667,1,0.755,0.749,0.823,0.698,6,0.698
"2017","5107602","Rondonópolis","Estadual","AF",4.57909604519774,5.76923076923077,4.8,89.1,2.2,1,0.755,0.749,0.823,0.698,8,0.698
"2017","5107602","Rondonópolis","Municipal","AI",3.21940364931019,4.60378569136991,5.7,99.8333333333333,0,0,0.755,0.749,0.823,0.698,5,0
"2017","5107602","Rondonópolis","Municipal","AF",4.02919020715631,5.95910418695229,4.8,97.4,0,0,0.755,0.749,0.823,0.698,6,0
"2019","5107602","Rondonópolis","Estadual","AI",5.8581591818586,6.85939257592801,6.1,94.4,1.9,1,0.755,0.749,0.823,0.698,8,0.698
"2019","5107602","Rondonópolis","Estadual","AF",5.98196613151528,6.14144424874678,4.7,87.3,2.1,1,0.755,0.749,0.823,0.698,7,0.698
"2019","5107602","Rondonópolis","Municipal","AI",4.36193863939529,5.6636670416198,5.8,99.9,0,0,0.755,0.749,0.823,0.698,5,0
"2019","5107602","Rondonópolis","Municipal","AF",5.44204970310094,5.55615770220837,4.9,99.6,0.4,0,0.755,0.749,0.823,0.698,6,0
"2021","5107602","Rondonópolis","Estadual","AI",6.55809655809656,8.01051218966674,6.1,99.85,0.1,1,0.755,0.749,0.823,0.698,6,0.698
"2021","5107602","Rondonópolis","Estadual","AF",6.09051367025684,6.1587579817203,5.1,95.2,0.8,1,0.755,0.749,0.823,0.698,9,0.698
"2021","5107602","Rondonópolis","Municipal","AI",4.80595980595981,6.14739431894431,5.6,100,0,0,0.755,0.749,0.823,0.698,4,0
"2021","5107602","Rondonópolis","Municipal","AF",4.91507870753935,5.04569926129961,4.9,100,0,0,0.755,0.749,0.823,0.698,6,0
"2023","5107602","Rondonópolis","Estadual","AI",4.52301947463248,5.845974889135,4.9,100,0,1,0.755,0.749,0.823,0.698,8,0.698
"2023","5107602","Rondonópolis","Estadual","AF",6.15496839033879,5.9448928472029,5,99,0.4,1,0.755,0.749,0.823,0.698,9,0.698
"2023","5107602","Rondonópolis","Municipal","AI",3.53243753936595,5.0839552238806,5.6,99.2,0.0666666666666667,0,0.755,0.749,0.823,0.698,6,0
"2023","5107602","Rondonópolis","Municipal","AF",5.08808458960987,5.84405218868393,5.6,99.2,0.0666666666666667,0,0.755,0.749,0.823,0.698,7,0
"2015","5107701","Rosário Oeste","Estadual","AI",1.73932634899178,1.84892504357931,4.8,100,0,1,0.65,0.653,0.807,0.52,10,0.52
"2015","5107701","Rosário Oeste","Estadual","AF",1.90784463061691,3.07527424032278,3.9,92,2.8,1,0.65,0.653,0.807,0.52,7,0.52
"2015","5107701","Rosário Oeste","Municipal","AI",1.70985521784103,2.65989796951872,3.9,89.4,2.73333333333333,0,0.65,0.653,0.807,0.52,6,0
"2015","5107701","Rosário Oeste","Municipal","AF",2.52467488799644,2.390227430331,3.9,100,0,0,0.65,0.653,0.807,0.52,6,0
"2017","5107701","Rosário Oeste","Estadual","AI",0.773475745438362,1.89605389797883,4.7,100,0,1,0.65,0.653,0.807,0.52,10,0.52
"2017","5107701","Rosário Oeste","Estadual","AF",1.48399246704332,2.28700097370983,3.9,95,1.9,1,0.65,0.653,0.807,0.52,6,0.52
"2017","5107701","Rosário Oeste","Municipal","AI",0,1.32071436210031,4.1,91.9,5.06666666666667,0,0.65,0.653,0.807,0.52,6,0
"2017","5107701","Rosário Oeste","Municipal","AF",2.82956685499058,1.96932814021422,3.4,100,0,0,0.65,0.653,0.807,0.52,4,0
"2019","5107701","Rosário Oeste","Estadual","AI",1.7463317029791,2.98087739032621,4.9,97.7666666666667,0,1,0.65,0.653,0.807,0.52,8,0.52
"2019","5107701","Rosário Oeste","Estadual","AF",3.59907631405322,2.15417965045387,4,95.9,1.6,1,0.65,0.653,0.807,0.52,5,0.52
"2019","5107701","Rosário Oeste","Municipal","AI",2.57670075589151,2.52193475815523,4.8,94.7333333333333,1.36666666666667,0,0.65,0.653,0.807,0.52,6,0
"2019","5107701","Rosário Oeste","Municipal","AF",4.2005718055861,3.19604389649099,4.3,100,0,0,0.65,0.653,0.807,0.52,6,0
"2021","5107701","Rosário Oeste","Estadual","AI",4.13374913374914,6.5667635875643,5.5,100,0,1,0.65,0.653,0.807,0.52,8,0.52
"2021","5107701","Rosário Oeste","Estadual","AF",3.03645401822701,3.13634656316514,4.2,99.3,0,1,0.65,0.653,0.807,0.52,6,0.52
"2021","5107701","Rosário Oeste","Municipal","AI",1.54192654192654,2.15164392753299,4.3,96.3,3.7,0,0.65,0.653,0.807,0.52,5,0
"2021","5107701","Rosário Oeste","Municipal","AF",0,0,3.2,96.7,3.3,0,0.65,0.653,0.807,0.52,6,0
"2023","5107701","Rosário Oeste","Estadual","AI",1.70985521784103,2.65989796951872,3.2,96.7,3.3,1,0.65,0.653,0.807,0.52,7,0.52
"2023","5107701","Rosário Oeste","Estadual","AF",3.13989301345437,3.30364597829112,4.4,100,0,1,0.65,0.653,0.807,0.52,9,0.52
"2023","5107701","Rosário Oeste","Municipal","AI",1.16733151375184,1.99227078891258,4.7,98.1,1.9,0,0.65,0.653,0.807,0.52,4,0
"2023","5107701","Rosário Oeste","Municipal","AF",2.52467488799644,2.390227430331,4.7,98.1,1.9,0,0.65,0.653,0.807,0.52,6,0
"2015","5107743","Santa Cruz do Xingu","Estadual","AI",3.61087258228767,4.23706966024322,4.8,90.7,0,1,0.684,0.704,0.828,0.55,8,0.55
"2015","5107743","Santa Cruz do Xingu","Estadual","AF",6.22535533349376,6.87829978644306,4.8,90.7,0,1,0.684,0.704,0.828,0.55,8,0.55
"2015","5107743","Santa Cruz do Xingu","Municipal","AI",4.60741241410387,4.73794305636258,4.8,94.9666666666667,0,0,0.684,0.704,0.828,0.55,5,0
"2015","5107743","Santa Cruz do Xingu","Municipal","AF",3.60878395531861,4.95019543563233,3.9,61.1,11.1,0,0.684,0.704,0.828,0.55,5,0
"2017","5107743","Santa Cruz do Xingu","Estadual","AI",3.61087258228767,4.23706966024322,3.9,0,0,1,0.684,0.704,0.828,0.55,10,0.55
"2017","5107743","Santa Cruz do Xingu","Estadual","AF",6.22535533349376,6.87829978644306,3.9,0,0,1,0.684,0.704,0.828,0.55,9,0.55
"2017","5107743","Santa Cruz do Xingu","Municipal","AI",2.36404094348019,3.55683884076569,4.8,81.2666666666667,0,0,0.684,0.704,0.828,0.55,6,0
"2017","5107743","Santa Cruz do Xingu","Municipal","AF",5.59510357815442,7.59493670886076,4.3,72.1,0,0,0.684,0.704,0.828,0.55,3,0
"2019","5107743","Santa Cruz do Xingu","Estadual","AI",3.61087258228767,4.23706966024322,4.3,0,0,1,0.684,0.704,0.828,0.55,7,0.55
"2019","5107743","Santa Cruz do Xingu","Estadual","AF",6.22535533349376,6.87829978644306,4.3,0,0,1,0.684,0.704,0.828,0.55,6,0.55
"2019","5107743","Santa Cruz do Xingu","Municipal","AI",4.5709204090707,4.91001124859392,5.1,42.5,1.25,0,0.684,0.704,0.828,0.55,4,0
"2019","5107743","Santa Cruz do Xingu","Municipal","AF",9.35232021112822,10,5.3,94.4,0,0,0.684,0.704,0.828,0.55,4,0
"2021","5107743","Santa Cruz do Xingu","Estadual","AI",3.61087258228767,4.23706966024322,5.3,94.4,0,1,0.684,0.704,0.828,0.55,8,0.55
"2021","5107743","Santa Cruz do Xingu","Estadual","AF",4.44283347141674,5.22098409916114,4.1,87,0,1,0.684,0.704,0.828,0.55,9,0.55
"2021","5107743","Santa Cruz do Xingu","Municipal","AI",4.18572418572419,4.38380675464102,4.8,98.3,1.7,0,0.684,0.704,0.828,0.55,4,0
"2021","5107743","Santa Cruz do Xingu","Municipal","AF",6.22535533349376,6.87829978644306,4.8,100,0,0,0.684,0.704,0.828,0.55,4,0
"2023","5107743","Santa Cruz do Xingu","Estadual","AI",3.61087258228767,4.23706966024322,4.8,100,0,1,0.684,0.704,0.828,0.55,9,0.55
"2023","5107743","Santa Cruz do Xingu","Estadual","AF",8.12773545145081,6.62538268856109,5.3,100,0,1,0.684,0.704,0.828,0.55,5,0.55
"2023","5107743","Santa Cruz do Xingu","Municipal","AI",2.32626495905942,3.59674840085288,5.1,100,0,0,0.684,0.704,0.828,0.55,6,0
"2023","5107743","Santa Cruz do Xingu","Municipal","AF",6.22535533349376,6.87829978644306,5.1,100,0,0,0.684,0.704,0.828,0.55,5,0
"2015","5107750","Salto do Céu","Estadual","AI",4.61011402831611,4.67995652214405,5,100,0,1,0.666,0.661,0.797,0.56,7,0.56
"2015","5107750","Salto do Céu","Estadual","AF",3.1949733434882,4.93884756020678,4.5,100,0,1,0.666,0.661,0.797,0.56,8,0.56
"2015","5107750","Salto do Céu","Municipal","AI",4.22777965528895,4.59035444509006,5.8,100,0,0,0.666,0.661,0.797,0.56,6,0
"2015","5107750","Salto do Céu","Municipal","AF",7.11094186341711,7.94351279788173,5.4,100,0,0,0.666,0.661,0.797,0.56,5,0
"2017","5107750","Salto do Céu","Estadual","AI",4.61011402831611,4.67995652214405,5.4,100,0,1,0.666,0.661,0.797,0.56,10,0.56
